start	end	text
414760	420200	three right what would be the first way like you want to select directly you can directly
420200	426200	write it down blue green red what we have limitation how many colors this way we can
426200	434040	add it 140 right great right but what was the second way of doing it rgba function
436520	445400	where r goes for red then green then blue then alpha goes for opacity like how much
445400	454040	transparency you need it in color right then you also had hex code hex code again starts with hash
454600	466120	then rr bb gg right then you had hsl we stand for hue saturation
468920	473080	and what was l rise lightness right
473080	482600	right this was from 0 to 360 which is used to manage the red and this was for
484120	490200	like saturation 0 to 100 you can give it this also goes for 0 to 100
490920	494360	which is used to you know darker or lighter and this used to generate
494360	498680	different shades of a particular color right
498680	504280	what is 255
508520	519320	255 was this one right 0 to 255 was the range for this one right yeah great no worries
519320	525720	after this we also discussed background right and background what all things we have discussed
525800	533560	right like one thing we had is image like how we can add an image or a background image right
537560	545720	then how can you center it or you know position it right so we had discussed about background
545720	551320	properties if i put it in there are many properties in background but we have discussed about
551320	555560	background in general repeat no repeat like if you want to repeat or gently if you want to
555560	561240	repeat that vertically right so these are things that we have discussed also we have seen fonts
561240	566840	like how we can import the fonts of different like if you want extra things which are other
566840	573800	than the browser which will provide support if you can download from google fonts link your
573800	579000	api google api and then attach your fonts and you can use them in the font family property
579000	585000	right so i hope this is something that we have discussed and there are no doubts on this right
585800	588840	if there are no doubts we can get started with today's class guys
591640	600280	yeah great great guys let's let's get started with today now first thing that i want to discuss
600920	609960	is that few properties i want to talk about on font and text right so these are the two things
609960	617800	which are that will be for the total positive if we import and use that in app yeah yeah right
617800	623400	some bit so it will be you can use it like wherever you want to define it for each element or every
623400	628440	element font you can use it okay depends on it like if you want to use it for the whole project
628440	633720	or like it's your specifications what your ux designer or your if you are designing your own
633720	638840	app you can define it okay i've just showed you the way you can do it it's up to you how
638840	647480	you want to do it okay now so guys uh so let's start with font and text these are the two short
647480	653000	properties that i want to discuss first because if you go and see right uh the most of the websites
653080	659080	any website you pick it up in today's world every site is filled with most of the content in it
659080	664360	right where you consume the data like reading website you go for geek for geeks you go for
664360	669720	medium.com or you go for the reference material that i was giving you it has more of a text
669720	675960	content isn't it other than streaming apps that you see more of the apps or everything that you
675960	683080	have is more of a content text right related to or you can say typography right so we'll see
683800	689000	what are the properties that are available on the text and what all things you can deal with
689000	694280	okay so i'll create one html file and we'll see like what all things you can apply firstly
694280	701000	this is again referring to the same thing let's say you go open a microsoft word or anything
701560	708600	and you start let's say typing it down a content or a paragraph that you write in microsoft excel
708600	715080	and what all things you deal with okay so the same things that what what you can do it in
715080	721960	microsoft excel will be able to we should be able to do all of them so let's see okay i hope my
722040	723320	vs code is visible guys
728200	734680	okay thank you so let's say i'm using m8 again i would say this is font and
737160	744520	text part okay now let's say i have one h1 tag so
745480	754520	uh okay munishwar i'll push it this is heading one uh and i'm using another paragraph p tag again
754520	763160	i'm using lorem 20 so let's say i've generated this code now i'll try to open it in show preview
763160	771160	on the right side let's say i minimize this now let's say we open style block here to write down
771800	775400	let's say we open style block here to write down all the styles we have
776760	782520	now so last time in last class we have discussed like related to font
783960	792200	like font already font family right let's say we use it again okay one is a font family which used
792200	798200	to change the type of fonts that we are using like if you see the current current one we can
798200	802680	change it by using any of the font family that you have let's say i've used this for heading
802680	808120	you see the heading type of the style that heading is generally applicable is changing let's say we
808120	814200	apply that other thing so this thing i've already shown you that if you want it even you can uh
814200	820120	change the like you know you can if you the particular properties if whichever are available
820120	824760	if not enough you can also import it right so let's say i'm using here
824760	832680	uh georgia times new sheriff then let's say i also use for paragraph where
834680	842600	font family let's say this one okay so font family was something we have already discussed in last
842600	848520	class now i want to talk something let's say this heading how do you like other than the font like
848520	853400	the height of this word what is the difference between this one and this one guys what do you
853400	856520	see a difference between two two of these lines other than the height
861560	866840	other than the height like what do you see the difference boldness right so if you if can we
866840	873800	make this particular paragraph content also increase the boldness and spacing agree right
873800	878840	so we'll try to do something like such that we can make this you know paragraph track convert
878840	884840	into h1 somehow so if you want to increase or play around with the boldness of a particular
884840	891000	paragraph or a content right you can always use a one property called font weight which keeps your
891000	897320	value from 0 100 to 900 and or else if you can use it by words you can use it by words like lighter
897320	903400	bolder let's say if we use lighter it is still the same but what if we use bold see that converted
903400	908200	into bold but if i convert into bolder it will be same way as you see it for the h1
909240	916040	okay or else you can give 800 or 900 this all things again define on the same range of lighter
916040	921240	bold and bolder okay this font weight here guys what font weight does for us
923640	930520	right now the other thing imagine like if you want to increase the size of this paragraph size
930520	935720	equal to like h1 let's say we want this paragraph to be equivalent to h1 somehow
935720	942600	and we do it or use can we do it some achieve that or do we have any property if anyone knows
943880	951720	right let's say there is one property already i've got suggestions right font size so even
951720	959320	you have font size using that you can always deal with it it takes all the types of yeah so
959320	964200	i was talking about like can we convert this paragraph size like the size of the words you
964200	971800	can see to the size of this one or you can increase the size okay let's say font size again
971800	978040	font says what are the least of values it takes okay so different types of units i haven't introduced
978040	984760	it like pixels em or rem right relative units so we'll discuss them in the future classes but for
984760	991320	now consider there are the pixels now pixels are like each screen can have a depending on a screen
991320	996600	width and height it have a list of size of pixels now you have to define in the terms of like how
996600	1001640	many pixels that you want to cover on a screen okay similarly let's say you also have this
1002360	1007800	you know words given due like like large larger medium small and smaller which again define the
1007800	1013160	different size of sizes so i'm using just by default like larger which will be converting into
1013160	1018680	nearly same side of font okay others if you want to convert into it directly like you can give a
1018680	1025720	30 pixel okay which is like let's say 28 pixel is something i guess equivalent to
1026280	1033720	h1 heading okay now we have converted two of the things now but there is something
1033720	1041000	let's say what if you want to move anything let's say the content right if i let's say i expand it
1041960	1049320	okay let's say i make this as a low ram 10
1056200	1065320	okay now if you see what's happening is that it's taking full space and full width but what i
1065320	1069160	wanted to show you guys is that let's say i'm having a div here
1078520	1082920	okay i'm adding some css guys i'm converting this div into container
1083800	1091960	okay i'm having a border of two pixels solid i'll talk about this one
1092920	1098920	black and let's say i also give height of
1101560	1107160	400 pixel and let's say width of 100 percent
1109720	1117080	okay now let's say this now there is something let's say if you see this word side this whatever
1117160	1123800	paragraph and h1 tags are there all of them are left aligned right all of them are left aligned
1123800	1129640	do you guys agree with this they are left aligned right they are starting from the left most like
1129640	1135400	if you take a note you start writing from the left left most writing right but if you go for
1135400	1142840	some languages like urdu they write it from right side right they start it from right side and they
1142840	1149080	they come back they that's how they write it what if we have such kind of languages or
1149080	1153880	what we have such kind of scripts if you want to move it from the start the content left or right
1153880	1161160	for that also we have one of the field called anyone does know it anyone do do you know it
1162360	1170040	text align right where you want to align the text let's say if i put it end if you see like as you
1170040	1174920	see maybe it didn't convert like this is the heading from the reverse but if you see that
1174920	1181880	content has been pushed to the end okay now imagine if i have this in the span tag
1184040	1187880	span tag again this is heading one
1187880	1197080	okay and let's say that i say i say i have a span
1199480	1204680	and text align left let's say center
1207080	1212440	do you see guys span for this particular text align is not being applied for the center
1213320	1218840	do you see this text align is not working for the span tag so i'll keep that open-ended question
1218840	1226680	for some time what i'll do i'll do i'll go into us like i'll go and apply text align center
1227640	1236360	for the paragraph meanwhile okay it converted into center so i've kept open this span uh so
1236360	1243560	this one difference that you can find it like between these three types of elements can anyone
1243560	1254920	figure it out what is the difference in this so shant has said in line span is not a block
1254920	1261960	element span is right so what what exactly meant is guys like let's say when you go for h1
1261960	1268440	let's say when you go for h1 and paragraph these are block level elements so only there
1268440	1274920	are few css properties that applies for the block level elements and the few properties
1274920	1280520	which doesn't apply for inline because inline takes only the amount of space it needs it starts
1280520	1285400	from the place where you have defined it and it ends at the place where it is like the content if
1285400	1291720	it space is whatever content it has once it occupies that space it doesn't do anything like
1291720	1298520	you cannot change its location because the if you see uh let's open this uh particular thing
1298520	1306200	uh in the live server open in live server uh give me a second guys
1311080	1315080	yeah we can use it shortly now
1315960	1324280	if you see this inline element right the span tag is ending here itself but when i go for h1
1324280	1331560	if you see it's occupying whole row when there is a space of row in the whole row it can move left
1331560	1339400	right center right but when it when it is like when it's occupying only the amount of space it needs
1339880	1344680	it's occupying only the amount of space it needs then you cannot move it because the space is
1344680	1350600	already fulfilled do you guys understand why first this property is not applying
1353880	1361880	anyone having any doubt on this why uh you know this text alignment is not working on span tag
1361880	1376760	okay thank you guys okay so what i mean to say is that uh arun tejal okay okay so firstly
1378680	1383720	if you come and see here i have used three types of elements one is h1 one is span and one is
1383720	1392120	paragraph h1 and paragraph are block level elements whenever you go for block level elements
1392120	1397480	it takes whole space like whole row space like if you see this is a block level element it is
1397480	1403080	taking whole row space if you go for this paragraph it is taking whole row doesn't matter how much
1403080	1409400	content it is having or it doesn't have it okay but when it comes to span it is taking only the
1409400	1414840	amount of space it needs it it is not consuming whole space whole row space is this point clear
1418280	1425640	tejal arun hariprasad ankit right so now what happening is let's say i have more amount of
1425640	1430920	space if let's say if you go into the uh train and the whole coach is empty you can set it in
1430920	1436280	any table but if it is only one set you will be able to go and sit in only that set right
1436280	1441960	but here if you see the for this uh block level elements there is a space it can move left right
1441960	1449960	bottom anywhere i mean it has a start end and uh and like start end and center only three places
1450520	1454920	right so what we have done is like we told that whenever you go for block level elements
1454920	1460360	textile and property will be used to assign elements to the left right or the center it
1460360	1465400	will apply for only block level elements because it they consume whole space of a row
1466920	1472120	i hope this point is clear now and it won't apply for the span level elements because these are
1472120	1483400	inline elements okay great guys now coming to the next property once textile and we completed
1483400	1489400	excellent now there's something called let's say you you remember there are like if you go for
1489480	1496040	microsoft word or google docs you have like underlines you know strike off through the
1496600	1502920	content that you have right so we'll try to apply if we can do that same property since
1502920	1508840	there's a heading available for us this is a heading okay
1512120	1517240	let's say text decoration some width will discuss them one by one okay
1520360	1526120	not going completely in depth because if i cover each and every property classes might not be
1526120	1531880	enough you have to explore few i'll explore explain few of things in that okay it's like
1531880	1539800	both the ways okay we'll see but i'll explain that part if you go for text decoration if you see
1539800	1546040	there is something like if you see uh overline if you see overland what overland does it like
1546120	1551880	adds over the heading so there are basic three properties that you use generally for the text
1551880	1559000	decoration one is overline then there is something called underline which adds you know underline
1559000	1565800	over the heading then there is something called line through which cuts the line these are the
1565800	1571720	three things that you keep on using in the words right or you are preparing any documentation or
1571720	1575800	you're writing things these are the basic three things type of decorations that you use with the
1575800	1581320	text isn't it so i'll use this underline here
1584760	1589880	as of now i hope this point is clear what does text decoration gives us
1592760	1598680	right then there is some someone told me right there's a you know word spacing there's a word
1598680	1604920	spacing difference between this is heading and this lot of paragraph content if you want to give
1604920	1611000	a spacing or increase of spacing right between words there's a property again you have something
1611000	1617960	like word spacing you can go and add word spacing let's say you go for and say two pixel now if you
1617960	1627640	see once i gave two pixel this both looks like a line bit of a line right so word spacing generally
1627640	1634280	gives a space between the words and there is something another property called line spacing
1634280	1636920	which gives
1641400	1648600	sorry letter spacing which gives space between the letters let's say i give to 0.2 pixel
1649880	1654600	okay so there are two things word spacing and letter spacing like if you want to give a space
1654600	1659560	between two words then you can use word spacing if you want to give space between two letters you
1659560	1666680	can use letter spacings okay and there is something also called as line height line height is used to
1666680	1672440	adjust this one height like what are the heights like let's say if i give uh i'll show you the
1672440	1678280	difference since it's a paragraph we have yeah line spacing
1678280	1684680	uh it's a line height guys let's say if i give eight pixel
1686920	1696840	okay let's say i give uh 20 pixel let's say 25 pixel for the space now what do you see this what
1696840	1703960	what do you understand like if you see uh like if i let's say i go to the chrome now since line height
1703960	1713560	is 25 now if you see here what i applied here uh let's not refresh let me refresh this one
1716200	1722280	okay i didn't save it let's save it come back here this is an element selector guys i use
1722280	1727160	this element selector i hover over this and i click on this so it takes me to that paragraph
1727800	1732440	and i can see here what are the styles are applying now on the paragraph if you see line
1732440	1738200	height 25 pixel is there now if i keep on increasing if you see the each line right uh
1738200	1743880	the under the paragraph let's say a paragraph is having a five six lines of paragraph now we are
1743880	1751960	deciding what would be the size of each line if you see there are books which have bigger lines
1751960	1758440	divided blocks such that in early age when you write down like if you remember hindi sort of
1758440	1763640	whenever you write a hindi language you learn you have a different sort of lines distributed book
1763640	1769160	when you go for english you have a rule book of different lines right so that way each line
1769160	1773480	can have a certain space that depending on that we can customize it okay
1777880	1784280	can you show where and how you increase that okay now if you see okay if it is not visible
1784280	1793480	give me a second can you see this now uh shan if you see i selected element selector then i select
1793480	1799720	this content now if you see in the style block right i have this line height now line height is
1799720	1804360	usually used for each row height what is the row of each each row height if i reduce it it will
1804360	1809320	both will collide or else i can increase it which will give me a spacing between two lines like how
1809400	1814840	much spacing do i need between lines okay so i hope these three things are clear one is word
1814840	1819480	spacing how much space you need between words and then there is something called letter spacing how
1819480	1823800	much space you need between the letters and then there is space between lines how many how much
1823800	1831560	space you need this between the lines i i hope these properties are clear to all like can you
1831560	1838600	give me thumbs up if this properties are clear related to font i see three good good guys thank
1838600	1846120	you so i'll try to summarize here what all things that we have learned okay so related to
1846120	1852520	font something that we have seen in last classes field called font family which is used to you know
1852520	1859560	add different type of uh font like text like font which are handling like maybe calligraphy or
1859560	1865000	chinese or any sort of things like different types of fonts that you see something in newspaper or
1865800	1871080	same language but writing it in a different way okay then we have discussed something called font
1871080	1879000	size which is used to increase the size of like letters how much uh size you want to see okay
1879000	1885240	again it has all the things large larger smaller bold like and pixels it takes and every other
1885240	1890920	different unity it takes okay then we have discussed something called font weight which
1890920	1897160	is used to handle boldness like how much bold content you need it then something we discussed
1897160	1906840	about is text align right then we have discussed something called as text decoration which is used
1906840	1915880	to add underscores are or like you know line through i mean scratch the line or get underscore
1915880	1922680	on the top right then we have discussed three types of spacing between like words
1924520	1925320	word spacing
1928120	1929640	then we had letter spacing
1933400	1935080	then something called as line height
1939080	1944520	i hope this this whatever words you have seen now all this you are familiar now you would be
1944520	1948760	familiar with it like if you see if you want to use it in future you will be able to use them
1948760	1952120	right a basic idea that you have it in your mind right
1956520	1957720	great guys now
1961000	1961480	thank you
1967560	1972600	now we'll start with some of the some of them in one of the important topic of css actually
1973320	1975800	okay which is called box model
1979880	1986440	okay but before coming to box model let's take off one example okay let's take this one example
1987240	1993080	that uh have anyone been to vilas like have anyone seen vilas society
1996040	1999880	like a society filled with vilas or anyone seen in movies or
2000120	2003720	you know so like what we say series says
2008680	2011720	open there i'll share you the links you click you can go through them
2011720	2016200	okay for the like all the attributes are the properties for each one right
2017000	2024760	well i'll share you all these things you can refer to them okay now so has everyone seen it
2024760	2028680	firstly let's say there is something like this is an villa
2030440	2042200	uh consider and hot sort of villa guys okay but now each villa uh has some specialty like
2042200	2044920	uh around the villa what do you usually see guys
2047640	2055720	some carpet area filled of gardens right can you imagine right now let's say i have this
2055880	2058440	now let's say i have this
2062760	2069400	let's say this is a garden i'll pick some other color okay this is a garden area right
2069400	2075880	where you have plantation also you have a pathway right a pathway to the home but there is something
2075880	2084440	like garden now after that garden then do you think uh the other home the other building right
2084440	2089400	let's say if i draw again other building other house will be attached to this one or there will
2089400	2099960	be a space let's say if i if i want to create a new building here it would be attached to this
2099960	2109880	border or there will be some space space right let's say i do the same thing
2109880	2117000	let's say i design other two villas let's say i keep it this way
2121960	2127160	okay now so what we have seen here is that firstly
2129400	2138200	let's say i go to a house there is something like a house area right let's say i if i write
2138200	2143160	down the architectural part there is a house area where you can stay
2145800	2150760	right outside house area then there is something like garden area
2154760	2159160	right then there is a boundary wall right
2159160	2162120	right
2164920	2172680	once your boundary wall is done then you have something like called as space empty space
2178120	2179320	let's say empty space
2181480	2187080	which is like mandatory or i have seen people fighting for this space right if someone attaches
2187080	2194040	their building for this one there are too many fights mandatory
2198200	2207800	empty space right so overall overall this is how things look like right house structure or
2207800	2218200	something like now right this is how a generally a house looks like now each element in html is
2218200	2227240	also same i know you won't believe it but each html element is also you can consider it as a villa
2228520	2234920	okay now let's talk about it when i say each element is a villa itself now what do i exactly
2234920	2242920	mean by that is now if you are writing something in the paragraph content or between a heading
2242920	2249320	content anything that you write in between those elements each elements each tags okay
2250280	2256760	will have the same properties you can define them now let's say you have
2258200	2264120	told like let's say this is a content area again i'm talking in terms of now html okay
2264760	2266440	this is content area
2269160	2274760	around that content area as you need a garden you have something called as padding
2276920	2284120	okay padding is you can say the gardens for the the html elements you added after that
2285000	2290520	you need a border or a fencing okay this is something called as border
2290520	2297720	border okay you can say a border then you have something called
2301800	2302280	margin
2305160	2312200	okay margin is something which keeps space between two of the content like if you go and see
2312200	2320280	in any textbooks or anything a each paragraph have a some space around it right that thing is
2320280	2325080	same thing like these are the three basic things that you can relate with box model when you go
2325080	2331080	for box model we are talking about only three properties okay those are margin
2334760	2338040	padding and border
2340360	2347400	okay i hope these three things are not like new to new to you now you are able to understand
2347400	2352440	or relate with this one right with this example i'll show you the real time application of this
2352440	2359960	one but now let's see the content that we have already prepared right now i'll go to the example
2359960	2368520	of fonts that we have used now let's say i go to this paragraph now do you see this paragraph the
2368520	2376360	if i highlight our paragraph the yellow line the yellow everyone can see that
2376360	2378600	yellow line before over the lorem right
2381400	2386280	right now let's see what that yellow line is about so where you can see the box model
2386280	2391480	once you expand this tab and you go to the bottom in the style now if you see
2391480	2397960	there is something called margin border and padding and the content area the content area
2397960	2403480	is the height and width of the content that you see let's say if i highlight over it if you see
2403480	2409480	this is the content area or you can say the area of that particular house that needs
2410200	2416840	fine we told that hey this content doesn't need any garden or it doesn't need border
2416840	2424120	but it surely need margin on the top and bottom so what it says that before the next line content
2424120	2430440	or the earlier content whatever the this is heading right the content it should be separated
2430440	2436440	i need a space between the each of the houses so that each of the space between each of houses
2436440	2442680	is decided by margin if you want to add a garden around it let's say if i go to the padding let's
2442680	2450920	say i go and select here and i want to add a like padding on the top side i can give 20 as as soon
2450920	2457240	as i enter see this what's happened on the this highlighted one so as soon as i click enter now
2457240	2462600	if you see there's something called green space added which is like what what do i exactly mean
2462600	2468600	by that is like i've added a garden let's say if i want to add a garden on left side okay which is
2468600	2476680	15 right now if you see that content moved it so are you able to relate like how this thing works
2477320	2482040	guys are you able to relate the box model now better
2484040	2489560	it is that is it guys like how each element in the html i've shown with a p tag now if you go
2489560	2495800	and go and select the h1 tag also it will also have that same box model so all the properties
2495800	2502760	in html everything that you have it you can define three properties to it which are padding margin
2502760	2509560	three properties to it which are padding margin and border to it everything is a box in a html
2509560	2517160	so now let's do one thing let's do one thing we'll go and do some of the you know we'll build some
2517160	2523160	boxes and we'll see how how uh you can build actually how can you apply this all this fields
2523160	2530920	okay let me go here and create one new folder called box model
2533560	2541320	okay inside this i'll create new file called index.html let's say i have html5
2542840	2544680	and i say this as a box model
2545400	2554280	okay so what we'll do it here is simply i'll copy some content for you don't need it actually
2554280	2563480	can type it let's say this is a div okay inside this let's say i say there's a paragraph i say this is
2563480	2576680	a scalar class simply okay now i'll go to the style block let's say i open this in the view
2581880	2587400	you can see this is a scalar class is something coming already now what we'll do is like let's
2587400	2589000	say i go to this style block
2592440	2599960	and i select this particular p tag so let's say i give a class as scalar class
2601960	2610040	name let's i minimize this one and i go into style block for selecting class how can i select
2610040	2619560	this class selector is how can i write it using dot operator right it's a scalar class
2622200	2627720	now let's say first what we want to do is let's say we want to have some border let's say we want
2627720	2636680	to have border now if i go and write border okay so border has again three list of properties guys
2637240	2643960	okay you can define how many pixels border you need let's say you have two pixel of border
2644920	2651960	okay now the solid and the color which selects is like let's say i select this one then you go for
2651960	2660040	border style okay let's say i go for border style here border style is like something some
2660040	2664840	some peoples have fencing with current something some people have small walls some have big walls
2664840	2670760	some have big walls right similarly in html elements also you can have different types of
2670760	2677160	borders like you can have dashed line or you can have dotted lines around it
2679320	2689000	or else you can also have solid which is like single line then you can also have border color
2689000	2695880	to it okay when you go for border color let's say i select as brown
2698120	2704760	okay i hope this property is clear now what happens is we can write all these things into
2704760	2714760	together into one line now if i define a border i can say two pixel solid brown this is what i
2714760	2722280	was doing it earlier like i was combining border border style and color is this clear guys
2724760	2729000	i hope this border property is clear like how we can leverage how we can add it
2729000	2735160	now once border is done so each thing right as i've told you earlier if you see in the box
2735160	2740920	you can have each customized let's say now when i'm applying border to pixel right what's happening is
2740920	2746840	on top bottom left right two pixel is being applied but if i want to change it on a top and
2746840	2755320	bottom how can i do it is that let's say border i can say top okay i can say border top and i can
2755320	2767320	say 10 pixel solid brown if you see what i exactly doing is like if you want to customize like here
2767320	2771400	all the fields are different different like you can apply for left right bottom top or anything
2771400	2778760	that you want to have right customizable any way that you can have it okay now even you can add it
2778760	2787800	for border border bottom let's say you go for eight pixel solid brown
2788600	2795960	okay you might have seen many rajinikanth movies right where his name comes in between top border
2795960	2803400	and bottom borders are thick lines which comes like left to right in a low lines or in old movies
2803400	2813560	you can see right so this is how you can what about border size yeah this is a border size right 10
2813720	2819160	yeah this is a border size right 10 pixel 8 pixel on the sides also you can do
2820360	2827240	border left you can apply left and right also you have left right and everything you can define it
2828360	2835480	clear you can also do one thing let's say let's say you i want to comment this thing
2835560	2840600	let's say i want to comment this thing i say 10 pixel
2842600	2849640	okay for border you have to individually define it let's say i comment this one also uh i keep this
2849720	2851800	open
2859080	2869480	okay i keep this comment border then i say 10 pixel 5 pixel 3 pixel then 2 pixel
2873160	2877640	no it's not working for the border but border is something simply you can apply
2878280	2884040	uh like how much you need it i hope this this properties are clear guys how this thing works
2884040	2889960	how border you can apply it and how we can deal with this like there are three properties you
2889960	2895400	deal generally apply one is but the the size of the border then the style and the color
2896280	2903240	then there is something like border radius when you select border radius you can select
2903240	2909640	how much curvature you need on the edges let's say if i give 8 pixel okay if i give 8 pixel
2911800	2917960	now do you see this this is like a bit curved this looks like bit curved like the buttons are
2917960	2925240	that are built these days like curved buttons okay so border radius is generally used for this one
2925240	2929880	mostly images right uh what if you see the pictures like uh in link then you see that
2929880	2933480	there is a picture in circle right let's say i
2937000	2943160	i don't have linkedin login here but you can explore linkedin go put a debugger if you give
2943160	2949320	50 percent right let's say if i give 50 percent you'll see that converts into a circular okay
2949320	2954760	border it is used to convert that border into sub like depending on the type of items that
2954760	2961480	you can play around you can give or use this properties okay now moving to the next property
2962440	2968360	what i'll do is now i'll go and play around with the padding part now let's say i add some padding
2969240	2974040	okay what i what i'll say is that let's say i give some padding like 10 pixel
2976040	2981960	now here if you go and see here again the padding is around left right bottom right
2981960	2990440	right top left right bottom now similarly if you want to give it each side padding you can give
2990440	2996840	again padding left or padding right or padding bottom everything you can deal with it but what
2996840	3003400	if you want to define a different heights of padding in a same value you can do it like let's
3003400	3015560	say i if i give it this way 8 pixel 10 pixel 8 pixel if you see here what's happened is
3015560	3021320	top and bottom padding are same left and right padding are same now what does exactly mean is
3021320	3024920	how you how we can define things like this way is that when you
3026920	3032600	let's say i'll define what is the rule for when you define it all properties in one line
3033480	3045960	you select first top then bottom then like sorry top right bottom left
3047880	3053000	does this look like something something is clock right so you have to define properties
3053000	3060680	in terms of clock right let's say if i give 18 pixel so right property doesn't matter because
3060680	3066200	if you see if i give let's say this instead of this this is a class if i give lower m 20
3067160	3074360	if you just see now what will happen if i increase the right if you see right side padding is added
3080280	3085960	i'll come to that somewhere i'll come to that now if you see what's happening here when i
3085960	3091480	added pattern let's say if i go and add 20 now bottom padding is increased let's say if i give
3091480	3098680	50 okay let's similarly let's give 50 here okay this is how you can deal with padding like you
3098680	3105960	can add it padding across left right bottom and if you want to define let's say you also can do
3105960	3111240	one thing is that if you want to give it a top and bottom to be same and left right right to be same
3111240	3116760	then you can what you can do is you can define it in two terms itself let's say i go and say
3116760	3124440	padding 10 pixel and 8 pixel it will take it as like top and bottom as 10 pixel
3124440	3134200	and left and right as 8 pixel so the convention for this one goes as top bottom will be same left
3134760	3135640	right will be same
3138600	3145240	okay i hope this is clear guys how padding you can define it individually or for one side or
3145240	3151800	all the sides right if you want to define it like if you're going for in one line it goes in the
3151800	3156440	clock signal if you are defining like both the sides top and bottom are same left and right are
3156440	3161960	same you can define it in two ways okay so this is how you can deal with padding now let's say
3161960	3167000	you also have something like margin to show margin what i'll do is that let's say i create
3167000	3177240	another paragraph if you see now let's say i open this in a live server too
3184680	3186440	because i wanted to show you something
3187240	3190280	do you see space between this each paragraph guys already
3193640	3201720	do you see space between this paragraph already like this space after border right
3205480	3209880	where this space yellow space is coming from why this yellow space is coming from where this is
3210040	3213560	coming from why this yellow space is coming from where this is coming from
3214680	3221400	this padding margin 16 we haven't given it right have we defined margin 16 for any of the paragraphs
3224680	3228360	no right so what happens how it happens guys is that you know
3229720	3237160	mostly div and span are the empty tags that you generally see all other tags are like semantic
3237160	3243160	tags now each semantic tags build with certain style in html but if you wanted to build it like
3243160	3249800	a raw you have to define few properties okay have anyone seen many times that on the top of the
3249800	3254520	project whenever you go and see they add some universal selector does anyone know universal
3254520	3263320	selector here does anyone know universal selector so what does universal selector is means it means
3263320	3269800	say that it should apply for the all the properties when i say hash when i say star so it means that
3269800	3275320	i am applying for the all the properties and whenever you start it is supposed to make
3275880	3282680	padding equal to zero and margin equal to zero by default so what happens is now let's say now
3282680	3287320	when i declare padding and margin as zero now if you see all of them have sticked together
3287880	3292680	i'm just saying that whatever by default your style is there now whatever your default style is
3292680	3298760	there it don't bring that one i'll define my custom one because my calculation is going wrong
3301080	3305000	this is point here like how this is working padding and margin
3307320	3313720	because paragraph by default let's say if i read remove this margin and i save it so if you see
